region,week_end,SUBSCRIBERS,Total_Calls_Offered,DEV_CNT_ARRIS,DEV_CNT_CSICO,DEV_CNT_MOTOROLA,DEV_CNT_NETGEAR,DEV_CNT_UBEE,DEV_CNT_OTHER,STARTER,SEASONAL,ULTIMATE,ESSENTIAL,C2C,PREMIER,PREFERRED,NO_TIER,GIGABIT
Northeast,4/12/15,182982,2508,24228,154073,187061,17046,10030,25193,0.031815942,0.024203318,0.007612624,0.15717527,0.003742146,0.121108989,0.654331444,1.03E-05,0
Northeast,4/19/15,182909,2485,24065,154015,186940,17334,10226,25191,0.03195306,0.02320528,0.007719827,0.156671264,0.003694525,0.121868432,0.654877434,1.02E-05,0
Northeast,4/26/15,183051,2366,23935,153974,186826,17683,10462,25204,0.031809819,0.022272012,0.00778544,0.156515617,0.003807928,0.123158987,0.654639917,1.03E-05,0
Northeast,5/3/15,183769,2271,23755,154015,186732,18010,10680,25214,0.032112399,0.020920781,0.007912643,0.157272755,0.003802379,0.123615801,0.654342717,2.05E-05,0
Northeast,5/10/15,184045,2551,23606,153862,186590,18296,11006,25211,0.03157248,0.018760167,0.007876752,0.156542892,0.003867868,0.124743779,0.656620954,1.51E-05,0
Northeast,5/17/15,183870,3041,23494,153804,186460,18507,11277,25209,0.034021428,0.016483878,0.007851878,0.160046605,0.003849953,0.123867177,0.65386895,1.01E-05,0
Northeast,5/24/15,183667,2826,23359,153965,186397,18855,11474,25258,0.032492404,0.014930054,0.008061407,0.159444133,0.003891891,0.125234567,0.655935262,1.03E-05,0
Northeast,5/31/15,183107,2871,23227,153933,186284,19059,11624,25295,0.032031425,0.012701502,0.008131407,0.159000591,0.003856814,0.126750087,0.65751289,1.53E-05,0
Northeast,6/7/15,184219,3154,23087,153989,186266,19526,11820,25343,0.032498916,0.011482814,0.008364592,0.160927811,0.003914364,0.126423231,0.656372962,1.53E-05,0
Northeast,6/14/15,183702,3198,22944,153738,185971,19871,11961,25386,0.032750154,0.010628664,0.008346658,0.161339398,0.003906836,0.126446952,0.656570988,1.03E-05,0
Northeast,6/21/15,183585,3608,22802,153769,185856,20320,12191,25418,0.032707061,0.009961305,0.00845908,0.162240283,0.004030107,0.127181464,0.65541034,1.04E-05,0
Northeast,6/28/15,183465,3587,22688,153797,185739,20817,12396,25450,0.033042659,0.009533229,0.008507928,0.162292739,0.004007995,0.12849405,0.654105865,1.55E-05,0
Northeast,7/5/15,182588,3184,22539,153687,185596,21201,12538,25467,0.032599991,0.009049035,0.008666466,0.160801457,0.003861398,0.129976587,0.655029764,1.53E-05,0
Northeast,7/12/15,182914,3657,22420,153558,185449,21597,12720,25477,0.032820346,0.008697595,0.008682363,0.161095907,0.003924834,0.130646709,0.654122091,1.02E-05,0
Northeast,7/19/15,182813,3680,22282,153538,185329,22046,12878,25494,0.033313561,0.008496961,0.008948172,0.162405512,0.003929084,0.131312517,0.651584055,1.01E-05,0
Northeast,7/26/15,183066,3595,22108,153585,185251,22508,13043,25535,0.033508629,0.00857245,0.009256612,0.162978658,0.003936485,0.131905443,0.649831512,1.02E-05,0
Northeast,8/2/15,182233,3916,21873,153610,185167,23142,13262,25609,0.029758167,0.006257236,0.008042944,0.144370121,0.00289996,0.135114928,0.673538496,1.81E-05,0
Northeast,8/9/15,183141,6325,21672,153522,185020,23609,13459,25605,0.033511736,0.008538803,0.009335485,0.163049251,0.003973199,0.134225686,0.64735052,1.53E-05,0
Northeast,8/16/15,183005,4344,21481,153389,184851,24081,13604,25613,0.033176669,0.008512232,0.009471718,0.1634718,0.003955956,0.135426073,0.645965028,2.05E-05,0
Northeast,8/23/15,183582,4126,21295,153399,184761,24608,13891,25643,0.033694554,0.008554416,0.009605769,0.164113505,0.004005395,0.136552693,0.643453153,2.05E-05,0
Northeast,8/30/15,183633,3965,21096,153443,184671,25090,14171,25699,0.032736297,0.008253981,0.009622154,0.161539345,0.003944734,0.138579996,0.645298526,2.00E-05,4.99E-06
Northeast,9/6/15,183203,3538,20939,153397,184638,25727,14427,25720,0.033028798,0.009765605,0.009695096,0.162676149,0.004024094,0.139705068,0.641074972,2.52E-05,5.04E-06
Northeast,9/13/15,184461,3914,20778,153304,184500,26510,14630,25729,0.033010758,0.008951459,0.009924332,0.163916199,0.004107685,0.140294436,0.639759098,2.57E-05,1.03E-05
Northeast,9/20/15,184226,3428,20606,153180,184350,26824,14834,25713,0.033099536,0.009319237,0.010020629,0.163811243,0.004146467,0.141634863,0.637931924,2.06E-05,1.55E-05
Northeast,9/27/15,184233,3215,20456,153109,184277,27187,15089,25728,0.032878758,0.009771587,0.010109067,0.162118353,0.00413669,0.143500693,0.637438832,2.05E-05,2.56E-05
Northeast,10/4/15,183212,5544,20328,153055,184232,27614,15357,25762,0.032924333,0.010902164,0.010056132,0.162291278,0.004149104,0.14299465,0.636646875,2.03E-05,1.52E-05
Northeast,10/11/15,184129,3145,20190,152893,184040,28022,15493,25807,0.033335713,0.012053476,0.0103046,0.163558121,0.004374739,0.143336427,0.632996135,2.04E-05,2.04E-05
Northeast,10/18/15,184366,3264,20051,152842,183910,28422,15714,25826,0.033084721,0.013062077,0.010097228,0.156907922,0.004141097,0.144224712,0.638447001,2.20E-05,1.32E-05
Northeast,10/25/15,184104,3448,19940,152643,183764,28767,15862,25843,0.032602247,0.015233652,0.010877558,0.160987855,0.004523441,0.147833363,0.627901316,2.03E-05,2.03E-05
Northeast,11/1/15,182684,3093,19819,152621,183679,29128,16046,25843,0.03336504,0.017256883,0.010691991,0.163285461,0.004735247,0.145285284,0.625343708,2.08E-05,1.56E-05
Northeast,11/8/15,183962,2718,19701,152528,183575,29540,16203,25837,0.020426847,0.011249706,0.010839643,0.138909551,0.003223284,0.155334312,0.65998169,1.27E-05,2.23E-05
Northeast,11/15/15,183945,2572,19612,152378,183485,29977,16317,25838,0.030950166,0.018159243,0.01052215,0.149234478,0.003631244,0.149294898,0.638168548,1.81E-05,2.11E-05
Northeast,11/22/15,184187,2426,19519,152283,183385,30368,16480,25835,0.032785957,0.019894916,0.01128545,0.162720447,0.005022617,0.147961363,0.620277788,2.06E-05,3.09E-05
Northeast,11/29/15,183948,2114,19436,152101,183338,30617,16636,25826,0.032917406,0.020340399,0.011130834,0.163579409,0.005126866,0.148230135,0.618622742,2.09E-05,3.13E-05
Northeast,12/6/15,183806,3127,19396,152164,183299,31051,16929,25821,0.03202396,0.020589694,0.01081322,0.158181536,0.007527684,0.150067864,0.620740948,2.00E-05,3.51E-05
Northeast,12/13/15,184714,2566,19320,152078,183167,31194,17211,25810,0.033426878,0.021677902,0.011403268,0.16433314,0.00554149,0.149793084,0.613763231,3.05E-05,3.05E-05
Northeast,12/20/15,184575,2349,19241,152074,183110,31389,17490,25819,0.032982963,0.022326369,0.011586643,0.163324899,0.005336091,0.150943298,0.613452975,2.08E-05,2.60E-05
Northeast,12/27/15,184173,1862,19165,151804,183004,31509,17635,25811,0.032993777,0.022607334,0.011511291,0.1633552,0.005435011,0.151854422,0.612190404,2.10E-05,3.15E-05
Northeast,1/3/16,184099,2544,19116,151848,183056,31805,17961,25819,0.034206986,0.023478248,0.011373772,0.167129445,0.005371928,0.151865309,0.606523919,2.02E-05,3.02E-05
Northeast,1/10/16,184841,2565,19040,151822,183051,32075,18381,25814,0.034053793,0.024685247,0.010330151,0.167919728,0.004755278,0.150980066,0.607231106,1.62E-05,2.84E-05
Northeast,1/17/16,184197,2446,18964,151661,182931,32173,18743,25854,0.034787727,0.026817747,0.010203811,0.174565521,0.004894415,0.148430579,0.60023545,2.35E-05,4.12E-05
Northeast,1/24/16,184537,2625,18895,151588,182845,32292,19088,25859,0.031769057,0.026050924,0.011965998,0.160380021,0.005416137,0.157365005,0.606998401,1.98E-05,3.47E-05
Northeast,1/31/16,184455,2633,18803,151539,182820,32418,19438,25895,0.032130539,0.026559981,0.012009644,0.160987127,0.005775211,0.158196856,0.604285736,2.50E-05,2.99E-05
Northeast,2/7/16,184242,3531,18720,151413,182748,32547,19883,25904,0.03233688,0.027218595,0.011919155,0.163341797,0.005556563,0.157986741,0.601579817,3.02E-05,3.02E-05
Northeast,2/14/16,184913,2654,18649,151265,182662,32656,20184,25893,0.032978867,0.028008739,0.011990433,0.164169523,0.005834723,0.157998281,0.598957309,3.11E-05,3.11E-05
Northeast,2/21/16,184884,2833,18596,151258,182662,32812,20482,25909,0.032896406,0.028033414,0.011880409,0.164031467,0.005836626,0.159168475,0.598091056,3.11E-05,3.11E-05
Northeast,2/28/16,184844,3660,18551,151160,182622,32992,20892,25922,0.028542198,0.022653264,0.011852727,0.146316713,0.004878333,0.169876607,0.615796982,3.33E-05,4.99E-05
Northeast,3/6/16,189376,3483,18512,150980,182583,33172,21309,25934,0.028790569,0.022921626,0.011968783,0.14745826,0.004957956,0.170300122,0.613514523,3.36E-05,5.46E-05
Northeast,3/13/16,188714,3548,18452,150713,182389,33339,21666,25948,0.032804043,0.027514558,0.012118103,0.16385604,0.006028269,0.162019342,0.595598081,3.08E-05,3.08E-05
Northeast,3/20/16,187806,2821,18400,150510,182300,33465,21954,25947,0.032924487,0.027695183,0.012332487,0.164214623,0.006153338,0.162366557,0.594246216,3.10E-05,3.61E-05
Northeast,3/27/16,184876,2400,18348,150215,182155,33559,22239,25946,0.027728775,0.021819432,0.016071591,0.141745555,0.005081124,0.188684871,0.59878169,4.14E-05,4.56E-05
Northeast,4/3/16,182461,2696,18313,150028,182170,33699,22570,25952,0.031649517,0.024726185,0.015201123,0.15758497,0.005773503,0.175524244,0.589462504,3.41E-05,4.38E-05
Northeast,4/10/16,183135,2986,18269,149764,182051,33797,22871,25954,0.0302508,0.022572885,0.015415741,0.150263151,0.005475008,0.183675444,0.592273234,2.77E-05,4.61E-05
Northeast,4/17/16,183579,2828,18229,149480,181994,33890,23166,25959,0.033102697,0.02362173,0.012869909,0.162744841,0.005981078,0.167051621,0.594532306,4.03E-05,5.55E-05
Northeast,4/24/16,185137,2548,18188,149402,181896,33997,23462,25962,0.032311541,0.021545961,0.015630319,0.159001988,0.005846568,0.178830982,0.586743832,3.45E-05,5.43E-05
Northeast,5/1/16,184192,2495,18143,149449,181870,34182,23841,25959,0.033649399,0.021479802,0.012782702,0.164610652,0.006212969,0.168154502,0.593017479,3.44E-05,5.81E-05
Northeast,5/8/16,185056,2714,18077,149518,181800,34371,24198,25955,0.033528705,0.019257382,0.012739891,0.163878544,0.006095203,0.169531107,0.594872499,4.07E-05,5.60E-05
Northeast,5/15/16,185277,5581,18050,149507,181731,34566,24563,25952,0.021091008,0.010959582,0.013120403,0.139415785,0.004112223,0.181924622,0.629290705,2.22E-05,6.35E-05
Northeast,5/22/16,185519,3431,18006,149482,181551,34648,24901,25950,0.033436529,0.015519616,0.012966518,0.163272588,0.006000784,0.172394383,0.596314091,3.52E-05,6.03E-05
Northeast,5/29/16,185855,3565,17999,149505,181475,34682,25432,25970,0.033482577,0.013741433,0.013257264,0.162960523,0.005974753,0.17345752,0.5970261,4.49E-05,5.49E-05
Northeast,6/5/16,185188,3177,17971,149502,181349,34944,25883,25982,0.034158934,0.01143374,0.013090362,0.165377618,0.00614373,0.173416808,0.596272093,4.57E-05,6.10E-05
Northeast,6/12/16,185556,3189,17942,149364,181227,35118,26299,25993,0.033646079,0.010370779,0.013195525,0.163589383,0.006131152,0.17513923,0.59781747,5.02E-05,6.02E-05
Northeast,6/19/16,186054,3357,17917,149403,181105,35342,26612,26045,0.044390808,0.009574094,0.013189521,0.163890984,0.006657616,0.173460049,0.58870619,6.54E-05,6.54E-05
Virginia,10/5/14,45777,1132,9658,34598,16375,7349,683,5986,0.052817392,0.002717518,0.005736981,0.189831375,0.000952292,0.101872068,0.646002694,6.97E-05,0
Virginia,10/12/14,45788,1209,9583,34599,16392,7430,737,5985,0.0526097,0.002702079,0.005750577,0.190115473,0.000969977,0.101709007,0.646073903,6.93E-05,0
Virginia,10/19/14,45734,1235,9499,34766,16454,7514,775,5985,0.052336534,0.002711023,0.005927492,0.190483849,0.00101089,0.101709323,0.645751964,6.89E-05,0
Virginia,10/26/14,45750,1044,9333,34912,16474,7611,810,5982,0.0521262,0.002720622,0.005967078,0.190397805,0.001028807,0.101714678,0.645976223,6.86E-05,0
Virginia,11/2/14,45776,1215,9205,35026,16458,7666,858,5977,0.051988811,0.002706329,0.006003957,0.190648382,0.001068886,0.101703395,0.645812012,6.82E-05,0
Virginia,11/9/14,45873,989,9098,35046,16469,7721,913,5968,0.051844309,0.002715547,0.006064721,0.190835031,0.001086219,0.101719846,0.64566644,6.79E-05,0
Virginia,11/16/14,45874,1066,9018,35068,16489,7742,1004,5978,0.051674059,0.002746943,0.006281944,0.190754959,0.001080765,0.101704456,0.645689325,6.75E-05,0
Virginia,11/23/14,45860,1037,8942,35132,16481,7788,1065,5972,0.051460704,0.00273322,0.006340174,0.191034143,0.001120172,0.101622009,0.645622368,6.72E-05,0
Virginia,11/30/14,45820,1116,8861,35170,16508,7814,1089,5973,0.051440421,0.0027203,0.006377096,0.190956118,0.001159472,0.10172137,0.64555833,6.69E-05,0
Virginia,12/7/14,46071,1257,8795,35224,16535,7894,1114,5975,0.051251887,0.002707982,0.006392613,0.191023706,0.001176418,0.101704697,0.645676108,6.66E-05,0
Virginia,12/14/14,46056,1133,8737,35262,16537,7946,1138,5972,0.05104024,0.002738637,0.006449048,0.191218693,0.001280975,0.101638765,0.645567384,6.63E-05,0
Virginia,12/21/14,46062,1073,8687,35327,16561,8032,1170,5966,0.050728491,0.002765075,0.00667872,0.190662555,0.001361268,0.102392853,0.64534723,6.38E-05,0
Virginia,12/28/14,46030,1050,8621,35355,16561,8094,1216,5963,0.050234772,0.002808688,0.006667953,0.191097961,0.001500825,0.102249094,0.645376386,6.43E-05,0
Virginia,1/4/15,46237,1167,8574,35403,16582,8196,1262,5963,0.049492763,0.00301371,0.006833906,0.190776349,0.001528078,0.102466149,0.645825375,6.37E-05,0
Virginia,1/11/15,46297,1206,8516,35506,16600,8313,1308,5973,0.048709997,0.003227644,0.006729532,0.189587157,0.001497795,0.103601038,0.64658355,6.33E-05,0
Virginia,1/18/15,46360,1340,8430,35581,16641,8367,1386,5973,0.048506023,0.003371859,0.006723406,0.186650688,0.001645305,0.105888566,0.647153216,6.09E-05,0
Virginia,1/25/15,46379,1210,8343,35601,16640,8410,1507,5975,0.048644921,0.003155233,0.0066239,0.19063042,0.001692542,0.104937627,0.644273565,4.18E-05,0
Virginia,2/1/15,46368,1057,8272,35690,16617,8438,1594,5971,0.047753795,0.003242797,0.007001962,0.190230301,0.00169369,0.105649076,0.64438707,4.13E-05,0
Virginia,2/8/15,45994,1157,8209,35739,16636,8514,1635,5978,0.048056076,0.003494222,0.007072642,0.189487865,0.001726061,0.104931905,0.64518913,4.21E-05,0
Virginia,2/15/15,46748,1517,8136,35789,16643,8622,1670,5980,0.047490871,0.003401148,0.006990089,0.189942619,0.0018988,0.105665102,0.644590506,2.09E-05,0
Virginia,2/22/15,46757,1255,8078,35768,16658,8663,1727,5980,0.046989935,0.003584155,0.00693909,0.189230865,0.001896268,0.106086812,0.645252037,2.08E-05,0
Virginia,3/1/15,46963,1367,8055,35855,16710,8789,1850,5974,0.047959001,0.003449857,0.00697948,0.195445391,0.002193551,0.104612439,0.639340339,1.99E-05,0
Virginia,3/8/15,47166,1089,8003,35816,16714,8856,1923,5967,0.048437294,0.003197088,0.005290756,0.187204104,0.001282607,0.106098044,0.648480676,9.43E-06,0
Virginia,3/15/15,47205,1103,7956,35823,16723,8962,2018,5964,0.046913075,0.003276339,0.007351285,0.190191461,0.002068189,0.10646053,0.643718644,2.05E-05,0
Virginia,3/22/15,47251,1143,7915,35818,16726,9074,2063,5968,0.045974915,0.003201426,0.007355176,0.190039106,0.002147792,0.108260896,0.643000426,2.03E-05,0
Virginia,3/29/15,47284,1011,7850,35853,16755,9144,2097,5962,0.046557136,0.003139141,0.007419789,0.190468425,0.002466468,0.107688858,0.642239798,2.04E-05,0
Virginia,4/5/15,47355,1183,7817,35873,16776,9235,2124,5961,0.047017077,0.002983931,0.007459828,0.19034658,0.002479889,0.108086857,0.641605678,2.02E-05,0
Virginia,4/12/15,47468,1020,7783,35905,16800,9320,2133,5960,0.047642436,0.00284463,0.007612967,0.190078585,0.00259905,0.108587099,0.640614768,2.05E-05,0
Virginia,4/19/15,47490,1060,7728,35954,16817,9418,2148,5956,0.046950957,0.002666503,0.007732857,0.18928066,0.002707526,0.108280516,0.64236047,2.05E-05,0
Virginia,4/26/15,47521,1101,7670,35978,16824,9441,2200,5954,0.046487392,0.002513384,0.007887531,0.188626425,0.002758593,0.110200662,0.641505578,2.04E-05,0
Virginia,5/3/15,47174,1018,7629,35983,16835,9504,2246,5950,0.046936891,0.002503848,0.008065675,0.189861467,0.002688558,0.109245767,0.64067727,2.05E-05,0
Virginia,5/10/15,47677,1092,7585,35996,16834,9570,2278,5951,0.046347322,0.002422334,0.008296494,0.189204465,0.00280587,0.109550051,0.641353277,2.02E-05,0
Virginia,5/17/15,47647,991,7545,35961,16840,9617,2301,5954,0.04697683,0.002220349,0.008387985,0.190168788,0.002693201,0.109681133,0.639851154,2.06E-05,0
Virginia,5/24/15,47614,943,7520,35976,16856,9663,2342,5952,0.047187749,0.002208092,0.008423463,0.189814152,0.002801006,0.109934371,0.639610722,2.04E-05,0
Virginia,5/31/15,47584,1073,7479,35988,16862,9702,2396,5947,0.047165624,0.002279605,0.008694775,0.188864232,0.002642727,0.110369175,0.639963688,2.02E-05,0
Virginia,6/7/15,47842,1240,7447,36031,16900,9764,2424,5952,0.046987903,0.002334172,0.00882926,0.189555086,0.002699521,0.111045709,0.638507754,4.06E-05,0
Virginia,6/14/15,47772,1120,7397,36020,16917,9847,2468,5950,0.0472691,0.002442848,0.008896036,0.190134967,0.002666775,0.111454919,0.63709464,4.07E-05,0
Virginia,6/21/15,47736,1973,7368,36064,16971,9952,2492,5947,0.047349218,0.002425552,0.009274169,0.189824912,0.002710911,0.111962659,0.636411814,4.08E-05,0
Virginia,6/28/15,47627,1116,7316,36071,16966,10014,2493,5952,0.047320096,0.002474387,0.009365862,0.190609599,0.002781129,0.112942476,0.634465553,4.09E-05,0
Virginia,7/5/15,47476,1038,7279,36044,16971,10088,2507,5948,0.047492286,0.002335289,0.008772461,0.178595196,0.00217799,0.110605602,0.649996975,2.42E-05,0
Virginia,7/12/15,47263,1103,7236,36026,16978,10194,2549,5962,0.047229754,0.002610385,0.009652353,0.191104456,0.002752034,0.114553402,0.632057145,4.05E-05,0
Virginia,7/19/15,47568,1394,7200,36039,17021,10298,2624,5970,0.046933743,0.002668068,0.009883979,0.192040264,0.002809557,0.114989692,0.630634273,4.04E-05,0
Virginia,7/26/15,47703,1208,7143,35989,17012,10460,2702,5975,0.046560911,0.002542989,0.010010495,0.191591992,0.002865908,0.11667474,0.629712602,4.04E-05,0
Virginia,8/2/15,47568,1274,7093,35995,17048,10582,2767,5978,0.046592337,0.002473223,0.009932784,0.192033827,0.002852185,0.116899695,0.629176058,3.99E-05,0
Virginia,8/9/15,47867,1180,7042,35951,17049,10684,2810,5971,0.046741264,0.002407883,0.009914814,0.193096052,0.002832804,0.117682766,0.627304182,2.02E-05,0
Virginia,8/16/15,47889,1251,7014,35954,17075,10793,2838,5975,0.046465824,0.002311233,0.010209619,0.192374942,0.003014651,0.117169443,0.62843419,2.01E-05,0
Virginia,8/23/15,47748,1268,6956,35969,17073,10920,2874,5979,0.046852123,0.002246335,0.010469524,0.193285064,0.003168936,0.120138791,0.62381917,2.01E-05,0
Virginia,8/30/15,48009,1144,6906,35948,17081,11082,2917,5975,0.047378288,0.002158723,0.00997936,0.19193698,0.002954042,0.121096783,0.624476888,1.89E-05,0
Virginia,9/6/15,47930,1606,6877,35928,17120,11231,2969,5978,0.046965015,0.002212698,0.010186385,0.194298814,0.003189475,0.120462474,0.622665205,1.99E-05,0
Virginia,9/13/15,48111,1200,6839,35886,17101,11311,3017,5983,0.047224574,0.002076027,0.010380135,0.195630266,0.003446608,0.120490184,0.620732051,2.02E-05,0
Virginia,9/20/15,48211,1117,6794,35872,17095,11441,3036,5985,0.046661593,0.002082749,0.01039372,0.195137582,0.003564705,0.121680618,0.620459006,2.00E-05,0
Virginia,9/27/15,48230,1051,6770,35830,17107,11520,3117,5989,0.046763456,0.002205823,0.010728323,0.194994786,0.003649635,0.123345632,0.618292292,2.01E-05,0
Virginia,10/4/15,48113,1218,6740,35838,17125,11631,3173,5993,0.046601478,0.002310159,0.010555036,0.196084679,0.003644475,0.122458328,0.618325932,1.99E-05,0
Virginia,10/11/15,48258,1080,6707,35785,17112,11731,3207,5988,0.046870022,0.002269831,0.010473081,0.196340395,0.003544122,0.123048742,0.617433896,1.99E-05,0
Virginia,10/18/15,48321,1406,6681,35804,17119,11787,3236,5990,0.048057497,0.002070016,0.010532243,0.193306396,0.003245785,0.123041765,0.619729739,1.66E-05,0
Virginia,10/25/15,48339,998,6655,35821,17156,11908,3248,5990,0.046363309,0.002359151,0.010816106,0.196909113,0.003718661,0.125334879,0.614478788,2.00E-05,0
Virginia,11/1/15,48144,1061,6623,35826,17169,12028,3277,5992,0.04664723,0.002352468,0.010877652,0.198532221,0.003739821,0.125485071,0.612345431,2.01E-05,0
Virginia,11/8/15,48427,1011,6598,35803,17164,12091,3317,5993,0.030042082,0.001610557,0.010078969,0.179421239,0.002727556,0.124272652,0.651833957,1.30E-05,0
Virginia,11/15/15,48439,1147,6572,35822,17188,12202,3319,5990,0.046023455,0.002426826,0.009904405,0.183933675,0.002796393,0.121279689,0.633623238,1.23E-05,0
Virginia,11/22/15,48611,1018,6553,35824,17187,12325,3329,5989,0.046046484,0.002584647,0.011113983,0.199037716,0.003757679,0.126866414,0.610573195,1.99E-05,0
Virginia,11/29/15,48586,903,6532,35824,17195,12402,3359,5992,0.046292766,0.00254841,0.011056486,0.199819404,0.003953045,0.126798435,0.609511388,2.01E-05,0
Virginia,12/6/15,48553,1179,6513,35834,17216,12495,3414,5997,0.045170912,0.0027079,0.011106315,0.196911424,0.00533731,0.127565637,0.61118088,1.96E-05,0
Virginia,12/13/15,48890,1177,6497,35837,17234,12556,3508,6008,0.045459018,0.002774771,0.011433632,0.199940962,0.004309751,0.127777231,0.608284955,1.97E-05,0
Virginia,12/20/15,48852,1090,6464,35831,17249,12604,3583,5997,0.045758283,0.002892306,0.011429597,0.200267289,0.004089123,0.128757505,0.606785949,1.99E-05,0
Virginia,12/27/15,48815,921,6441,35815,17236,12657,3616,5997,0.045826743,0.002902961,0.011451681,0.20030431,0.004124207,0.128210775,0.607159302,2.00E-05,0
Virginia,1/3/16,48902,1113,6434,35830,17271,12755,3720,6000,0.045788457,0.003006112,0.011467022,0.200692799,0.004160777,0.129043818,0.605801198,3.98E-05,0
Virginia,1/10/16,49082,1145,6419,35794,17296,12813,3795,6003,0.045741758,0.00327708,0.011361852,0.200490581,0.004258242,0.129650706,0.605160911,5.89E-05,0
Virginia,1/17/16,48932,1104,6391,35811,17335,12864,3893,6006,0.044110366,0.003135737,0.012377909,0.202622616,0.004456047,0.132121048,0.601131266,4.50E-05,0
Virginia,1/24/16,49021,992,6364,35748,17316,12876,3933,6006,0.045474029,0.003195262,0.011592565,0.198067256,0.00418891,0.132466976,0.604956552,5.84E-05,0
Virginia,1/31/16,49102,1017,6359,35772,17336,13012,4033,6002,0.046082049,0.00347568,0.011754828,0.200144495,0.004491047,0.131255736,0.602737586,5.86E-05,0
Virginia,2/7/16,49125,944,6350,35744,17354,13049,4080,6004,0.045943475,0.003617903,0.011826263,0.199801599,0.004357044,0.132675886,0.601719476,5.84E-05,0
Virginia,2/14/16,49335,972,6338,35717,17364,12960,4150,6001,0.046092778,0.003574461,0.012026779,0.202164425,0.004384146,0.131899599,0.599798566,5.92E-05,0
Virginia,2/21/16,49301,1953,6323,35667,17390,12996,4225,6003,0.045503369,0.003398106,0.012166781,0.200078117,0.004394102,0.133014354,0.601386583,5.86E-05,0
Virginia,2/28/16,49370,1161,6312,35640,17403,13071,4349,6006,0.042364709,0.002974683,0.011931419,0.185917657,0.003939003,0.135773009,0.617050488,4.90E-05,0
Virginia,3/6/16,50525,1062,6294,35601,17412,13107,4474,6002,0.041661399,0.002724987,0.011054458,0.182040369,0.003483489,0.137429242,0.621549871,5.62E-05,0
Virginia,3/13/16,50420,1075,6287,35541,17431,13141,4566,6002,0.048651513,0.002684301,0.009216484,0.210585132,0.003410099,0.131000795,0.594417115,3.46E-05,0
Virginia,3/20/16,50281,1041,6265,35481,17432,13186,4690,6002,0.045321273,0.002931989,0.012475327,0.201329935,0.004733342,0.13521645,0.597953356,3.83E-05,0
Virginia,3/27/16,49701,1143,6246,35426,17434,13235,4772,6001,0.039756752,0.00241668,0.014594851,0.179718844,0.004106776,0.14718054,0.612193966,3.16E-05,0
Virginia,4/3/16,48621,1127,6232,35319,17440,13280,4883,6005,0.045141914,0.002762277,0.012587827,0.199866521,0.004653232,0.136426837,0.598487236,7.42E-05,0
Virginia,4/10/16,48998,1087,6217,35135,17418,13314,4997,6000,0.047061688,0.002790367,0.012509832,0.199857673,0.004831642,0.136521967,0.596370651,5.62E-05,0
Virginia,4/17/16,49451,1198,6209,35126,17438,13356,5103,6001,0.04641014,0.002618397,0.013167881,0.200269429,0.004781421,0.137276108,0.595192016,0.000284608,0
Virginia,4/24/16,49693,1002,6191,35117,17409,13358,5193,6003,0.044118169,0.002485531,0.014717892,0.191829706,0.004598232,0.143255335,0.598728829,0.000266307,0
Virginia,5/1/16,49533,1103,6185,35116,17442,13437,5252,6004,0.046268451,0.002584665,0.013011773,0.201407316,0.004903984,0.137901213,0.593627769,0.000294829,0
Virginia,5/8/16,49688,1021,6172,35111,17443,13451,5295,6006,0.046246853,0.002669921,0.01340682,0.200701808,0.004844,0.138835914,0.592741628,0.000553055,0
Virginia,5/15/16,49732,1182,6152,35107,17463,13486,5375,6008,0.030864119,0.001764027,0.012525858,0.180514487,0.003654961,0.138533193,0.631711867,0.000431489,0
Virginia,5/22/16,49781,1114,6133,35123,17484,13549,5459,6003,0.045304839,0.002601145,0.013529698,0.197780606,0.004902878,0.138946068,0.595980388,0.000954377,0
Virginia,5/29/16,49839,1068,6126,35113,17497,13581,5530,6006,0.045851003,0.002722172,0.013351605,0.197459306,0.00487028,0.140293698,0.5943964,0.001055536,0
Virginia,6/5/16,49681,1071,6131,35107,17499,13620,5590,6014,0.045810798,0.002903501,0.013720467,0.199791252,0.005066894,0.141512477,0.590112914,0.001081697,0
Virginia,6/12/16,49838,1139,6105,35093,17498,13717,5664,6020,0.045818372,0.002805206,0.01398863,0.196757181,0.005142879,0.144150209,0.590402454,0.000935069,0
Virginia,6/19/16,49854,1487,6111,35086,17539,13823,5739,6032,0.06285075,0.002722103,0.01383425,0.196028713,0.005798453,0.141064603,0.576824835,0.000876293,0
California,10/5/14,253155,7765,20211,107055,174367,46919,5056,79729,0.039919523,0.002986404,0.021089638,0.143431382,0.000394827,0.198249321,0.5938449,7.14E-05,1.26E-05
California,10/12/14,253097,7704,19947,107317,174541,47042,5342,79600,0.039768408,0.002982631,0.02113741,0.143483746,0.000405203,0.19812771,0.594011346,7.10E-05,1.25E-05
California,10/19/14,252939,7026,19712,107567,174626,47376,5563,79528,0.039618071,0.002999921,0.021207198,0.143535004,0.000419657,0.197957394,0.5941755,7.06E-05,1.66E-05
California,10/26/14,252614,6824,19521,107843,174764,47609,5756,79460,0.039480702,0.003026482,0.021330081,0.143617307,0.000429992,0.197825233,0.594199243,7.03E-05,2.07E-05
California,11/2/14,252891,7233,19301,108176,174939,47896,5958,79384,0.039317343,0.003042438,0.021395739,0.143603069,0.000431697,0.197536448,0.594578705,6.99E-05,2.47E-05
